"title","sales_price","original_price","discount"
"Hp Stream 11 Pro- Intel Celeron - 4GB RAM - 64GB SSD Windows 10 Pro+ BAG AND LIGHT FOR Keyboard","₦ 455,000","₦ 500,000","35%"
"Hp EliteBook 840 G6 Intel Core I5- 32GB RAM/1TB SSD/Backlit Keyboard/FP Reader Windows 11 Pro + BAG","₦ 505,000","₦ 590,000","35%"
"Hp EliteBook 840 G6 Intel Core I5-8GB RAM/512GB SSD/Backlit Keyboard/FP Reader Windows 11 Pro + BAG","₦ 505,000","₦ 165,900","35%"
"Hp EliteBook 840 G5 TOUCHSCREEN Core I5-16GB RAM/1TB SSD/Backlit Keyboard/FP Reader Win 11 Laptop+BAG","₦ 128,000","₦ 700,000","35%"
"Hp Stream11intel Celeron D/C 64GB HDD+4GB RAM+Win10 Pro","₦ 130,000","₦ 800,000","35%"
"Hp ProBook 11 X360- TOUCH- 512GB SSD/4GB RAM-Intel CELERON QUAD CORE WIN10 Pro +Mouse &USB Light","₦ 545,000","₦ 990,000","35%"
"Hp Stream 11 Laptop- Intel Celeron - 64GB SSD 4GB RAM Windows 10 PRO+ Mouse & USB Light For Keyboard","₦ 485,000","₦ 980,000","35%"
"Hp Stream11intel Celeron D/C 64GB HDD+4GB RAM+pouch Win10","₦ 320,000","₦ 400,000","35%"
"Hp EliteBook 840 G6 Intel Core I5-32GB RAM/1TB SSD/Backlit Keyboard/FP Reader Wins 11 Pro Laptop +BAG","₦ 505,000","₦ 990,000","35%"
"Hp ProBook 11 X360 Intel Celeron 256GB SSD 4GB RAM Touchscreen Win10","₦ 130,000","₦ 590,000","35%"
"Hp EliteBook 840 G6 Intel Core I5-8GB RAM/256GB SSD/Backlit Keyboard/FP Reader Wins 11 Pro Laptop+BAG","₦ 279,422","₦ 700,000","35%"
"Hp ProBook 11 X360- TOUCH- 512GB SSD/4GB RAM-Intel CELERON QUAD CORE WIN10 Pro +Mouse &USB Light","₦ 1,039,900","₦ 750,000","35%"
"Hp Notebook 14 AMD RYZEN 3- 12GB RAM - 1TB HDD- 2.6GHz - 3.5GHz Windows 10 Pro","₦ 125,000","₦ 494,000","35%"
"Hp Probook 11 G7 X360 Touchscreen 256GB SSD 4GB DDR4 RAM Intel Pentium WIN 10","₦ 205,000","₦ 630,000","35%"
"Hp 14 Intel Celeron, 64GB, 4GB, Windows 11 In S Mode","₦ 515,000","₦ 900,000","35%"
"Hp EliteBook 840 G6 Intel Core I5 Touchscreen 16GB RAM/1TB SSD/Backlit Keyboard/FP Win 11 Pro","₦ 170,000","₦ 800,000","35%"
"Hp EliteBook 840 G8 11th Gen 16GB RAM/256GB SSD Intel Core I5 Backlit Keyboard/FP Reader Wins 11 Pro","₦ 130,000","₦ 900,000","35%"
"Hp Notebook 15-AMD RYZEN 3 -16GB RAM/1TBGB HDD - Windows 10","₦ 1,321,000","₦ 2,300,000","35%"
"Hp ProBook11 X360-Intel Celeron 512GB 4GBRAM Windows10+MOUSE","₦ 170,000","₦ 300,000","35%"
"Hp Stream 11 2GB, 32GB SSD +32gb Flash,USB LED LIGHT","₦ 185,000","₦ 2,520,000","35%"
"Hp ProBook 11 X360- TOUCH- 1TB SSD/8GB RAM-Intel CORE I5- Windows 11 PRO LAPTOP + 64GB Flash & BAG","₦ 550,000","₦ 900,000","35%"
"Hp ELITEBOOK 830 G7 TOUCH SCREEN INTEL CORE I7 512SSD 16GB RAM BACKLIT KEYBOARD WINDOWS 11PRO","₦ 660,000","₦ 665,000","35%"
"Hp EliteBook 840 G6 Intel Core I5- 32GB RAM/1TB SSD/Backlit Keyboard/FP Reader Windows 11 Pro + BAG","₦ 2,500","₦ 550,000","35%"
"Hp EliteBook 840 G6 TOUCHSCREEN Intel Core I5-16GB RAM/1TB SSD/Backlit Keyboard- WIN 11 Pro + BAG","₦ 170,000","₦ 460,000","35%"
"Hp EliteBook 840 G6 Intel Core I5  Touchscreen 16GB RAM/512GB SSD Win 11 Pro+ Mouse","₦ 1,027,800","₦ 900,000","35%"
"Hp ProBook 11 X360- Intel Pentium 256GB SSD-TOUCHSCREEN 8GB RAM Windows10 Pro + Laptop Pouch","₦ 3,100,000","₦ 850,000","35%"
"Hp Refurbished EliteBook 840 G6 Intel Core I5-16GB RAM/512GB SSD Win 11 Pro","₦ 389,000","₦ 800,000","35%"
"Hp Stream 11 Intel Celeron 2GB RAM- 32GB HDD WIN 10","₦ 465,000","₦ 400,000","35%"
"Hp Notebook 14 Intel Celeron Dual Core N4020 8GB RAM 1TB HDD WIN 10","₦ 220,000","₦ 700,000","35%"
"Hp Stream 11-Intel Celeron 64gb Ssd/4gb Ram+pouch","₦ 190,000","₦ 800,300","35%"
"Hp Stream 11 Pro- Intel Celeron - 4GB RAM - 64GB SSD Windows 10 Pro+ Mouse & USB LIGHT FOR Keyboard","₦ 699,999","₦ 600,000","35%"
"Hp Stream 11 Pro - 64GB SSD- Intel Celeron  4GB DDR4 RAM WIN10 Pro + USB Light For Keyboard&Mouse","₦ 320,000","₦ 900,000","35%"
"Hp EliteBook 840 G6 Intel Core I5-8GB RAM/512GB SSD/Backlit Keyboard/FP Reader Wins 11 Laptop +BAG","₦ 505,000","₦ 800,000","35%"
"Hp ProBook 11 X360- TOUCH Intel Celeron 256GB 8GB RAM WIN10 Pro+ USB LIGHT FOR KEYBOARD","₦ 125,000","₦ 700,000","35%"
"Hp Stream 11 Laptop- Intel Celeron - 64GB SSD 4GB RAM Windows 10 PRO+ Mouse & USB Light For Keyboard","₦ 145,000","₦ 900,000","35%"
"Hp ProBook 11 X360- TOUCH- 512GB SSD/8GB RAM-Intel CORE I5- Windows 11 + 64GB Flash & BAG","₦ 505,000","₦ 258,000","35%"
"Hp STREAM 11 INTEL CELERON® 4GB RAM 32GB EMMC WIN 10+32GB FLASH","₦ 489,250","₦ 1,039,000","35%"
"Hp ProBook 11 X360- Intel CELERON LAPTOPS - 128GB SSD-TOUCHSCREEN 4GB RAM Windows10 Pro + Laptop Pouch","₦ 350,000","₦ 350,000","35%"
"Hp EliteBook 840 G6 Intel Core I5 Touchscreen 16GB RAM/1TB SSD/Backlit Keyboard/FP Win 11 Pro","₦ 465,000","₦ 800,000","35%"
"Hp ProBook 11 X360- Intel Pentium 256GB SSD-TOUCHSCREEN 4GB RAM Windows10 Pro + Laptop Pouch","₦ 550,000","₦ 200,900","35%"
"Hp Stream 11 Pro- Intel Celeron - 4GB RAM - 64GB SSD Windows 10 Pro+ BAG AND LIGHT FOR Keyboard","₦ 535,000","₦ 300,000","35%"
"Hp EliteBook 840 G6 Intel Core I5- 32GB RAM/1TB SSD/Backlit Keyboard/FP Reader Windows 11 Pro + BAG","₦ 300,000","₦ 1,698,000","35%"
"Hp EliteBook 840 G6 Intel Core I5-8GB RAM/512GB SSD/Backlit Keyboard/FP Reader Windows 11 Pro + BAG","₦ 465,000","₦ 349,000","35%"
"Hp EliteBook 840 G5 TOUCHSCREEN Core I5-16GB RAM/1TB SSD/Backlit Keyboard/FP Reader Win 11 Laptop+BAG","₦ 485,000","₦ 600,000","35%"
"Hp Stream11intel Celeron D/C 64GB HDD+4GB RAM+Win10 Pro","₦ 135,500","₦ 670,900","35%"
"Hp ProBook 11 X360- TOUCH- 512GB SSD/4GB RAM-Intel CELERON QUAD CORE WIN10 Pro +Mouse &USB Light","₦ 465,000","₦ 550,000","35%"
"Hp Stream 11 Laptop- Intel Celeron - 64GB SSD 4GB RAM Windows 10 PRO+ Mouse & USB Light For Keyboard","₦ 199,991","₦ 590,000","35%"
"Hp Stream11intel Celeron D/C 64GB HDD+4GB RAM+pouch Win10","₦ 465,000","₦ 880,000","35%"
"Hp EliteBook 840 G6 Intel Core I5-32GB RAM/1TB SSD/Backlit Keyboard/FP Reader Wins 11 Pro Laptop +BAG","₦ 970,000","₦ 200,000","35%"
"Hp ProBook 11 X360 Intel Celeron 256GB SSD 4GB RAM Touchscreen Win10","₦ 665,000","₦ 850,000","35%"
"Hp EliteBook 840 G6 Intel Core I5-8GB RAM/256GB SSD/Backlit Keyboard/FP Reader Wins 11 Pro Laptop+BAG","₦ 995,800","₦ 900,000","35%"
"Hp ProBook 11 X360- TOUCH- 512GB SSD/4GB RAM-Intel CELERON QUAD CORE WIN10 Pro +Mouse &USB Light","₦ 495,000","₦ 800,000","35%"
"Hp Notebook 14 AMD RYZEN 3- 12GB RAM - 1TB HDD- 2.6GHz - 3.5GHz Windows 10 Pro","₦ 710,000","₦ 400,000","35%"
"Hp Probook 11 G7 X360 Touchscreen 256GB SSD 4GB DDR4 RAM Intel Pentium WIN 10","₦ 425,000","₦ 270,000","35%"
"Hp 14 Intel Celeron, 64GB, 4GB, Windows 11 In S Mode","₦ 160,000","₦ 550,000","35%"
"Hp EliteBook 840 G6 Intel Core I5 Touchscreen 16GB RAM/1TB SSD/Backlit Keyboard/FP Win 11 Pro","₦ 505,000","₦ 578,000","35%"
"Hp EliteBook 840 G8 11th Gen 16GB RAM/256GB SSD Intel Core I5 Backlit Keyboard/FP Reader Wins 11 Pro","₦ 1,281,000","₦ 700,000","35%"
"Hp Notebook 15-AMD RYZEN 3 -16GB RAM/1TBGB HDD - Windows 10","₦ 170,000","₦ 679,000","35%"
"Hp ProBook11 X360-Intel Celeron 512GB 4GBRAM Windows10+MOUSE","₦ 185,000","₦ 900,000","35%"
"Hp Stream 11 2GB, 32GB SSD +32gb Flash,USB LED LIGHT","₦ 475,000","₦ 700,000","35%"
"Hp ProBook 11 X360- TOUCH- 1TB SSD/8GB RAM-Intel CORE I5- Windows 11 PRO LAPTOP + 64GB Flash & BAG","₦ 270,000","₦ 900,000","35%"
"Hp ELITEBOOK 830 G7 TOUCH SCREEN INTEL CORE I7 512SSD 16GB RAM BACKLIT KEYBOARD WINDOWS 11PRO","₦ 145,000","₦ 1,690,000","35%"
"Hp EliteBook 840 G6 Intel Core I5- 32GB RAM/1TB SSD/Backlit Keyboard/FP Reader Windows 11 Pro + BAG","₦ 485,000","₦ 995,000","35%"
"Hp EliteBook 840 G6 TOUCHSCREEN Intel Core I5-16GB RAM/1TB SSD/Backlit Keyboard- WIN 11 Pro + BAG","₦ 129,999","₦ 900,000","35%"
"Hp EliteBook 840 G6 Intel Core I5  Touchscreen 16GB RAM/512GB SSD Win 11 Pro+ Mouse","₦ 1,027,900","₦ 990,000","35%"
"Hp ProBook 11 X360- Intel Pentium 256GB SSD-TOUCHSCREEN 8GB RAM Windows10 Pro + Laptop Pouch","₦ 425,000","₦ 200,000","35%"
"Hp Refurbished EliteBook 840 G6 Intel Core I5-16GB RAM/512GB SSD Win 11 Pro","₦ 440,000","₦ 200,000","35%"
"Hp Stream 11 Intel Celeron 2GB RAM- 32GB HDD WIN 10","₦ 185,000","₦ 550,000","35%"
"Hp Notebook 14 Intel Celeron Dual Core N4020 8GB RAM 1TB HDD WIN 10","₦ 989,000","₦ 155,000","35%"
"Hp Stream 11-Intel Celeron 64gb Ssd/4gb Ram+pouch","₦ 430,000","₦ 1,350,000","35%"
"Hp Stream 11 Pro- Intel Celeron - 4GB RAM - 64GB SSD Windows 10 Pro+ Mouse & USB LIGHT FOR Keyboard","₦ 175,000","₦ 300,000","35%"
"Hp Stream 11 Pro - 64GB SSD- Intel Celeron  4GB DDR4 RAM WIN10 Pro + USB Light For Keyboard&Mouse","₦ 290,000","₦ 1,420,000","35%"
"Hp EliteBook 840 G6 Intel Core I5-8GB RAM/512GB SSD/Backlit Keyboard/FP Reader Wins 11 Laptop +BAG","₦ 220,000","₦ 500,000","35%"
"Hp ProBook 11 X360- TOUCH Intel Celeron 256GB 8GB RAM WIN10 Pro+ USB LIGHT FOR KEYBOARD","₦ 140,000","₦ 201,000","35%"
"Hp Stream 11 Laptop- Intel Celeron - 64GB SSD 4GB RAM Windows 10 PRO+ Mouse & USB Light For Keyboard","₦ 650,000","₦ 630,000","35%"
"Hp ProBook 11 X360- TOUCH- 512GB SSD/8GB RAM-Intel CORE I5- Windows 11 + 64GB Flash & BAG","₦ 150,000","₦ 1,095,800","35%"
"Hp STREAM 11 INTEL CELERON® 4GB RAM 32GB EMMC WIN 10+32GB FLASH","₦ 300,000","₦ 320,000","35%"
"Hp ProBook 11 X360- Intel CELERON LAPTOPS - 128GB SSD-TOUCHSCREEN 4GB RAM Windows10 Pro + Laptop Pouch","₦ 560,000","₦ 200,000","35%"
"Hp EliteBook 840 G6 Intel Core I5 Touchscreen 16GB RAM/1TB SSD/Backlit Keyboard/FP Win 11 Pro","₦ 750,000","₦ 305,000","35%"
"Hp ProBook 11 X360- Intel Pentium 256GB SSD-TOUCHSCREEN 4GB RAM Windows10 Pro + Laptop Pouch","₦ 369,999","₦ 890,000","35%"
"Hp Stream 11 Pro- Intel Celeron - 4GB RAM - 64GB SSD Windows 10 Pro+ BAG AND LIGHT FOR Keyboard","₦ 180,000","₦ 300,000","35%"
"Hp EliteBook 840 G6 Intel Core I5- 32GB RAM/1TB SSD/Backlit Keyboard/FP Reader Windows 11 Pro + BAG","₦ 750,000","₦ 1,550,000","35%"
"Hp EliteBook 840 G6 Intel Core I5-8GB RAM/512GB SSD/Backlit Keyboard/FP Reader Windows 11 Pro + BAG","₦ 485,000","₦ 850,000","35%"
"Hp EliteBook 840 G5 TOUCHSCREEN Core I5-16GB RAM/1TB SSD/Backlit Keyboard/FP Reader Win 11 Laptop+BAG","₦ 120,000","₦ 600,000","35%"
"Hp Stream11intel Celeron D/C 64GB HDD+4GB RAM+Win10 Pro","₦ 550,000","₦ 1,699,000","35%"
"Hp ProBook 11 X360- TOUCH- 512GB SSD/4GB RAM-Intel CELERON QUAD CORE WIN10 Pro +Mouse &USB Light","₦ 505,000","₦ 800,000","35%"
"Hp Stream 11 Laptop- Intel Celeron - 64GB SSD 4GB RAM Windows 10 PRO+ Mouse & USB Light For Keyboard","₦ 220,000","₦ 350,000","35%"
"Hp Stream11intel Celeron D/C 64GB HDD+4GB RAM+pouch Win10","₦ 599,999","₦ 282,000","35%"
"Hp EliteBook 840 G6 Intel Core I5-32GB RAM/1TB SSD/Backlit Keyboard/FP Reader Wins 11 Pro Laptop +BAG","₦ 505,000","₦ 1,399,000","35%"
"Hp ProBook 11 X360 Intel Celeron 256GB SSD 4GB RAM Touchscreen Win10","₦ 712,500","₦ 515,000","35%"
"Hp EliteBook 840 G6 Intel Core I5-8GB RAM/256GB SSD/Backlit Keyboard/FP Reader Wins 11 Pro Laptop+BAG","₦ 750,000","₦ 580,000","35%"
"Hp ProBook 11 X360- TOUCH- 512GB SSD/4GB RAM-Intel CELERON QUAD CORE WIN10 Pro +Mouse &USB Light","₦ 2,182,000","₦ 500,000","35%"
"Hp Notebook 14 AMD RYZEN 3- 12GB RAM - 1TB HDD- 2.6GHz - 3.5GHz Windows 10 Pro","₦ 280,000","₦ 470,000","35%"
"Hp Probook 11 G7 X360 Touchscreen 256GB SSD 4GB DDR4 RAM Intel Pentium WIN 10","₦ 1,980,900","₦ 700,000","35%"
"Hp 14 Intel Celeron, 64GB, 4GB, Windows 11 In S Mode","₦ 700,000","₦ 820,000","35%"
"Hp EliteBook 840 G6 Intel Core I5 Touchscreen 16GB RAM/1TB SSD/Backlit Keyboard/FP Win 11 Pro","₦ 445,000","₦ 1,699,000","35%"
"Hp EliteBook 840 G8 11th Gen 16GB RAM/256GB SSD Intel Core I5 Backlit Keyboard/FP Reader Wins 11 Pro","₦ 505,000","₦ 250,000","35%"
"Hp Notebook 15-AMD RYZEN 3 -16GB RAM/1TBGB HDD - Windows 10","₦ 230,000","₦ 700,000","35%"
"Hp ProBook11 X360-Intel Celeron 512GB 4GBRAM Windows10+MOUSE","₦ 440,000","₦ 1,400,300","35%"
"Hp Stream 11 2GB, 32GB SSD +32gb Flash,USB LED LIGHT","₦ 120,000","₦ 730,000","35%"
"Hp ProBook 11 X360- TOUCH- 1TB SSD/8GB RAM-Intel CORE I5- Windows 11 PRO LAPTOP + 64GB Flash & BAG","₦ 505,000","₦ 200,000","35%"
"Hp ELITEBOOK 830 G7 TOUCH SCREEN INTEL CORE I7 512SSD 16GB RAM BACKLIT KEYBOARD WINDOWS 11PRO","₦ 550,000","₦ 800,000","35%"
"Hp EliteBook 840 G6 Intel Core I5- 32GB RAM/1TB SSD/Backlit Keyboard/FP Reader Windows 11 Pro + BAG","₦ 185,000","₦ 800,000","35%"
"Hp EliteBook 840 G6 TOUCHSCREEN Intel Core I5-16GB RAM/1TB SSD/Backlit Keyboard- WIN 11 Pro + BAG","₦ 485,000","₦ 540,000","35%"
"Hp EliteBook 840 G6 Intel Core I5  Touchscreen 16GB RAM/512GB SSD Win 11 Pro+ Mouse","₦ 195,000","₦ 650,000","35%"
"Hp ProBook 11 X360- Intel Pentium 256GB SSD-TOUCHSCREEN 8GB RAM Windows10 Pro + Laptop Pouch","₦ 310,000","₦ 589,000","35%"
"Hp Refurbished EliteBook 840 G6 Intel Core I5-16GB RAM/512GB SSD Win 11 Pro","₦ 465,000","₦ 780,000","35%"
"Hp Stream 11 Intel Celeron 2GB RAM- 32GB HDD WIN 10","₦ 505,000","₦ 1,179,000","35%"
"Hp Notebook 14 Intel Celeron Dual Core N4020 8GB RAM 1TB HDD WIN 10","₦ 485,000","₦ 500,000","35%"
"Hp Stream 11-Intel Celeron 64gb Ssd/4gb Ram+pouch","₦ 505,000","₦ 200,000","35%"
"Hp Stream 11 Pro- Intel Celeron - 4GB RAM - 64GB SSD Windows 10 Pro+ Mouse & USB LIGHT FOR Keyboard","₦ 505,000","₦ 300,000","35%"
"Hp Stream 11 Pro - 64GB SSD- Intel Celeron  4GB DDR4 RAM WIN10 Pro + USB Light For Keyboard&Mouse","₦ 1,297,800","₦ 900,000","35%"
"Hp EliteBook 840 G6 Intel Core I5-8GB RAM/512GB SSD/Backlit Keyboard/FP Reader Wins 11 Laptop +BAG","₦ 535,000","₦ 680,000","35%"
"Hp ProBook 11 X360- TOUCH Intel Celeron 256GB 8GB RAM WIN10 Pro+ USB LIGHT FOR KEYBOARD","₦ 505,000","₦ 200,000","35%"
"Hp Stream 11 Laptop- Intel Celeron - 64GB SSD 4GB RAM Windows 10 PRO+ Mouse & USB Light For Keyboard","₦ 205,000","₦ 540,900","35%"
"Hp ProBook 11 X360- TOUCH- 512GB SSD/8GB RAM-Intel CORE I5- Windows 11 + 64GB Flash & BAG","₦ 940,900","₦ 702,000","35%"
"Hp STREAM 11 INTEL CELERON® 4GB RAM 32GB EMMC WIN 10+32GB FLASH","₦ 470,000","₦ 800,000","35%"
"Hp ProBook 11 X360- Intel CELERON LAPTOPS - 128GB SSD-TOUCHSCREEN 4GB RAM Windows10 Pro + Laptop Pouch","₦ 215,000","₦ 300,000","35%"
"Hp EliteBook 840 G6 Intel Core I5 Touchscreen 16GB RAM/1TB SSD/Backlit Keyboard/FP Win 11 Pro","₦ 1,300,000","₦ 1,800,000","35%"
"Hp ProBook 11 X360- Intel Pentium 256GB SSD-TOUCHSCREEN 4GB RAM Windows10 Pro + Laptop Pouch","₦ 285,000","₦ 540,000","35%"
"Hp Stream 11 Pro- Intel Celeron - 4GB RAM - 64GB SSD Windows 10 Pro+ BAG AND LIGHT FOR Keyboard","₦ 125,000","₦ 350,000","35%"
"Hp EliteBook 840 G6 Intel Core I5- 32GB RAM/1TB SSD/Backlit Keyboard/FP Reader Windows 11 Pro + BAG","₦ 725,000","₦ 900,000","35%"
"Hp EliteBook 840 G6 Intel Core I5-8GB RAM/512GB SSD/Backlit Keyboard/FP Reader Windows 11 Pro + BAG","₦ 180,000","₦ 200,000","35%"
"Hp EliteBook 840 G5 TOUCHSCREEN Core I5-16GB RAM/1TB SSD/Backlit Keyboard/FP Reader Win 11 Laptop+BAG","₦ 310,000","₦ 600,000","35%"
"Hp Stream11intel Celeron D/C 64GB HDD+4GB RAM+Win10 Pro","₦ 1,320,000","₦ 200,000","35%"
"Hp ProBook 11 X360- TOUCH- 512GB SSD/4GB RAM-Intel CELERON QUAD CORE WIN10 Pro +Mouse &USB Light","₦ 260,000","₦ 800,000","35%"
"Hp Stream 11 Laptop- Intel Celeron - 64GB SSD 4GB RAM Windows 10 PRO+ Mouse & USB Light For Keyboard","₦ 505,000","₦ 305,000","35%"
"Hp Stream11intel Celeron D/C 64GB HDD+4GB RAM+pouch Win10","₦ 495,000","₦ 33,000","35%"
"Hp EliteBook 840 G6 Intel Core I5-32GB RAM/1TB SSD/Backlit Keyboard/FP Reader Wins 11 Pro Laptop +BAG","₦ 485,000","₦ 400,000","35%"
"Hp ProBook 11 X360 Intel Celeron 256GB SSD 4GB RAM Touchscreen Win10","₦ 455,000","₦ 650,000","35%"
"Hp EliteBook 840 G6 Intel Core I5-8GB RAM/256GB SSD/Backlit Keyboard/FP Reader Wins 11 Pro Laptop+BAG","₦ 860,000","₦ 1,130,000","35%"
"Hp ProBook 11 X360- TOUCH- 512GB SSD/4GB RAM-Intel CELERON QUAD CORE WIN10 Pro +Mouse &USB Light","₦ 170,000","₦ 1,350,000","35%"
"Hp Notebook 14 AMD RYZEN 3- 12GB RAM - 1TB HDD- 2.6GHz - 3.5GHz Windows 10 Pro","₦ 550,000","₦ 645,000","35%"
"Hp Probook 11 G7 X360 Touchscreen 256GB SSD 4GB DDR4 RAM Intel Pentium WIN 10","₦ 720,000","₦ 570,000","35%"
"Hp 14 Intel Celeron, 64GB, 4GB, Windows 11 In S Mode","₦ 535,000","₦ 400,000","35%"
"Hp EliteBook 840 G6 Intel Core I5 Touchscreen 16GB RAM/1TB SSD/Backlit Keyboard/FP Win 11 Pro","₦ 395,000","₦ 950,000","35%"
"Hp EliteBook 840 G8 11th Gen 16GB RAM/256GB SSD Intel Core I5 Backlit Keyboard/FP Reader Wins 11 Pro","₦ 170,000","₦ 1,645,000","35%"
"Hp Notebook 15-AMD RYZEN 3 -16GB RAM/1TBGB HDD - Windows 10","₦ 505,000","₦ 290,000","35%"
"Hp ProBook11 X360-Intel Celeron 512GB 4GBRAM Windows10+MOUSE","₦ 500,900","₦ 800,000","35%"
"Hp Stream 11 2GB, 32GB SSD +32gb Flash,USB LED LIGHT","₦ 650,000","₦ 800,000","35%"
"Hp ProBook 11 X360- TOUCH- 1TB SSD/8GB RAM-Intel CORE I5- Windows 11 PRO LAPTOP + 64GB Flash & BAG","₦ 585,500","₦ 675,000","35%"
"Hp ELITEBOOK 830 G7 TOUCH SCREEN INTEL CORE I7 512SSD 16GB RAM BACKLIT KEYBOARD WINDOWS 11PRO","₦ 485,000","₦ 680,000","35%"
"Hp EliteBook 840 G6 Intel Core I5- 32GB RAM/1TB SSD/Backlit Keyboard/FP Reader Windows 11 Pro + BAG","₦ 485,000","₦ 750,000","35%"
"Hp EliteBook 840 G6 TOUCHSCREEN Intel Core I5-16GB RAM/1TB SSD/Backlit Keyboard- WIN 11 Pro + BAG","₦ 505,000","₦ 800,000","35%"
"Hp EliteBook 840 G6 Intel Core I5  Touchscreen 16GB RAM/512GB SSD Win 11 Pro+ Mouse","₦ 1,320,500","₦ 800,000","35%"
"Hp ProBook 11 X360- Intel Pentium 256GB SSD-TOUCHSCREEN 8GB RAM Windows10 Pro + Laptop Pouch","₦ 940,000","₦ 577,000","35%"
"Hp Refurbished EliteBook 840 G6 Intel Core I5-16GB RAM/512GB SSD Win 11 Pro","₦ 505,000","₦ 800,000","35%"
"Hp Stream 11 Intel Celeron 2GB RAM- 32GB HDD WIN 10","₦ 505,000","₦ 660,000","35%"
"Hp Notebook 14 Intel Celeron Dual Core N4020 8GB RAM 1TB HDD WIN 10","₦ 485,000","₦ 900,000","35%"
"Hp Stream 11-Intel Celeron 64gb Ssd/4gb Ram+pouch","₦ 170,000","₦ 170,000","35%"
"Hp Stream 11 Pro- Intel Celeron - 4GB RAM - 64GB SSD Windows 10 Pro+ Mouse & USB LIGHT FOR Keyboard","₦ 170,000","₦ 650,000","35%"
"Hp Stream 11 Pro - 64GB SSD- Intel Celeron  4GB DDR4 RAM WIN10 Pro + USB Light For Keyboard&Mouse","₦ 540,000","₦ 200,000","35%"
"Hp EliteBook 840 G6 Intel Core I5-8GB RAM/512GB SSD/Backlit Keyboard/FP Reader Wins 11 Laptop +BAG","₦ 495,000","₦ 689,000","35%"
"Hp ProBook 11 X360- TOUCH Intel Celeron 256GB 8GB RAM WIN10 Pro+ USB LIGHT FOR KEYBOARD","₦ 185,000","₦ 960,000","35%"
"Hp Stream 11 Laptop- Intel Celeron - 64GB SSD 4GB RAM Windows 10 PRO+ Mouse & USB Light For Keyboard","₦ 155,000","₦ 33,000","35%"
"Hp ProBook 11 X360- TOUCH- 512GB SSD/8GB RAM-Intel CORE I5- Windows 11 + 64GB Flash & BAG","₦ 150,000","₦ 20,000","35%"
"Hp STREAM 11 INTEL CELERON® 4GB RAM 32GB EMMC WIN 10+32GB FLASH","₦ 1,252,000","₦ 180,000","35%"
"Hp ProBook 11 X360- Intel CELERON LAPTOPS - 128GB SSD-TOUCHSCREEN 4GB RAM Windows10 Pro + Laptop Pouch","₦ 280,000","₦ 300,000","35%"
"Hp EliteBook 840 G6 Intel Core I5 Touchscreen 16GB RAM/1TB SSD/Backlit Keyboard/FP Win 11 Pro","₦ 455,000","₦ 800,000","35%"
"Hp ProBook 11 X360- Intel Pentium 256GB SSD-TOUCHSCREEN 4GB RAM Windows10 Pro + Laptop Pouch","₦ 200,000","₦ 475,000","35%"
"Hp Stream 11 Pro- Intel Celeron - 4GB RAM - 64GB SSD Windows 10 Pro+ BAG AND LIGHT FOR Keyboard","₦ 140,000","₦ 180,900","35%"
"Hp EliteBook 840 G6 Intel Core I5- 32GB RAM/1TB SSD/Backlit Keyboard/FP Reader Windows 11 Pro + BAG","₦ 599,999","₦ 550,000","35%"
"Hp EliteBook 840 G6 Intel Core I5-8GB RAM/512GB SSD/Backlit Keyboard/FP Reader Windows 11 Pro + BAG","₦ 999,400","₦ 170,000","35%"
"Hp EliteBook 840 G5 TOUCHSCREEN Core I5-16GB RAM/1TB SSD/Backlit Keyboard/FP Reader Win 11 Laptop+BAG","₦ 260,990","₦ 990,000","35%"
"Hp Stream11intel Celeron D/C 64GB HDD+4GB RAM+Win10 Pro","₦ 170,000","₦ 300,000","35%"
"Hp ProBook 11 X360- TOUCH- 512GB SSD/4GB RAM-Intel CELERON QUAD CORE WIN10 Pro +Mouse &USB Light","₦ 270,000","₦ 605,000","35%"
"Hp Stream 11 Laptop- Intel Celeron - 64GB SSD 4GB RAM Windows 10 PRO+ Mouse & USB Light For Keyboard","₦ 555,000","₦ 700,000","35%"
"Hp Stream11intel Celeron D/C 64GB HDD+4GB RAM+pouch Win10","₦ 260,000","₦ 200,000","35%"
"Hp EliteBook 840 G6 Intel Core I5-32GB RAM/1TB SSD/Backlit Keyboard/FP Reader Wins 11 Pro Laptop +BAG","₦ 1,300,000","₦ 550,000","35%"
"Hp ProBook 11 X360 Intel Celeron 256GB SSD 4GB RAM Touchscreen Win10","₦ 465,000","₦ 349,000","35%"
"Hp EliteBook 840 G6 Intel Core I5-8GB RAM/256GB SSD/Backlit Keyboard/FP Reader Wins 11 Pro Laptop+BAG","₦ 465,000","₦ 400,000","35%"
"Hp ProBook 11 X360- TOUCH- 512GB SSD/4GB RAM-Intel CELERON QUAD CORE WIN10 Pro +Mouse &USB Light","₦ 1,320,500","₦ 1,600","35%"
"Hp Notebook 14 AMD RYZEN 3- 12GB RAM - 1TB HDD- 2.6GHz - 3.5GHz Windows 10 Pro","₦ 129,999","₦ 650,000","35%"
"Hp Probook 11 G7 X360 Touchscreen 256GB SSD 4GB DDR4 RAM Intel Pentium WIN 10","₦ 485,000","₦ 395,000","35%"
"Hp 14 Intel Celeron, 64GB, 4GB, Windows 11 In S Mode","₦ 175,000","₦ 850,000","35%"
